Judul,Label
3 Bahaya Intai Ekonomi RI Kalau Sampai Iran Tutup Selat Hormuz,1
IHSG Diproyeksi Kembali Merah Hari Ini,0
Harga Minyak Anjlok 6 Persen Usai Iran Serang Pangkalan AS di Qatar,1
Kemenkeu Pantau Efek Lonjakan Harga Minyak Cs Imbas Panas Timur Tengah,0
Pertamina Pastikan Semua Kapal Tanker yang Lewat Selat Hormuz Cs Aman,0
Trump Ngomel AS Kebanyakan Hari Libur Nasional: Miliaran Dolar Hilang!,1
"Bank DKI Resmi Umumkan Logo dan Call Name Baru, Bank Jakarta",0
Respons Budi Arie soal Pensiunan Himbara Bisa Masuk Kopdes Merah Putih,1
"Kopdes Merah Putih Diklaim Bisa Buka 1,6 Juta Lowongan Kerja",1
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",0
3 Pertimbangan Pemerintah Mau Revisi Aturan 'Pembunuh' Sritex Cs,1
Ekonom Prediksi Perang Iran-Israel Bisa Picu Perpecahan Anggota BRICS,1
Prabowo Bakal Resmikan 80 Ribu Kopdes Merah Putih pada 12 Juli,0
Cara Aktifkan Lagi BPJS Kelas PBI yang Telah Non Aktif,0
"IHSG Terjun 1,74 Persen ke 6.787 Usai 533 Saham Terbakar",1
Harga Minyak Dunia Diramal Tembus US$110 Jika Iran Tutup Selat Hormuz,1
Rupiah Layu ke Rp16.492 Sore Ini,1
"Uang Beredar RI Naik Jadi Rp9.406,6 T Pada Mei 2025",0
Mendag Buka Suara soal Sebab Ritel dan Mal di RI Berguguran,1
Kampus ke Industri: Digistar Connect Telkom Dukung Talenta Digital,0
Direksi Telkom Kunjungi Pelanggan dan Tinjau Infrastruktur di Surabaya,0
"MBG Baru Dinikmati 5,2 Juta Orang, Ciptakan Kerjaan Bagi 72 Ribu Jiwa",0
"Peringkat Daya Saing RI Anjlok Parah dari 27 ke 40, Kok Bisa?",1
"Pertama di Indonesia, BRI Terbitkan Social Bond Senilai Rp5 Triliun",0
halocoko Hadirkan Es Krim Halal untuk Indonesia di IIHF 2025,0
BRI Loyalty Poin Cashier 2025 Tebar Hadiah Bagi Merchant Pengguna EDC,0
"UMKM Rempah Lokal Mendunia, Labuna Bukukan Prestasi Bersama BRI",0
Prediksi Analis soal Harga Emas Setelah AS Bantu Israel Gempur Iran,1
Antisipasi Pertamina Kalau Sampai Selat Hormuz Ditutup Iran,1
"Jalan 20 Juta Barel Minyak, Ini Dampak Jika Iran Tutup Selat Hormuz",1
Tolak Angin Sajikan Keindahan Wakatobi di Mini Series 'Angin Angan',0
"7,3 Juta Peserta BPJS PBI Dinonaktifkan, Ada Apa?",1
Menaker Tegaskan Prinsip No One Left Behind Pilar Kebijakan Kerja,0
Rupiah Lesu ke Rp16.465 Imbas Ikut-ikutan Trump di Konflik Iran-Israel,1
Bank Muamalat & PosIND Luncurkan Layanan Tabungan Haji di Kantor Pos,0
"Israel-Iran Picu Minyak Naik 13 Persen, Level Tertinggi dalam 6 Bulan",1
Harga Bitcoin Cs Jatuh Usai Trump Bantu Israel Gempur Iran,1
Daftar Pilihan Saham di Tengah Kecamuk Perang Israel-Iran,1
IHSG Diprediksi Melemah Awal Pekan Ini,0
ID Survey Siap Bantu Pelaku Usaha Sertifikasi Halal Sampai ke LN,0
LPPOM Siap Bantu dan Dampingi Sertifikasi Halal Produk UMKM,0
BPJPH Tengah Susun Aturan Baru Mudahkan Sertifikasi Halal UKM,0
BPJPH Sebut Banyak Pelaku Usaha Tak Tertib Sertifikasi Halal,0
FOTO: Semarak Hari Ketiga Indonesia International Halal Festival 2025,0
BPJPH Buka 10 Ribu Lowongan Jadi Pendamping Sertifikat Halal,0
Kulkas SBS Banting Harga Gede-gedean di Transmart Full Day Sale,1
Pramono Resmi Ubah Logo dan Nama Bank DKI Jadi Bank Jakarta,0
"Smart TV 50 Inch Turun Harga Jadi Rp3,9 Jutaan di Transmart Hari Ini",1
Kemnaker Benchmarking ke BPK untuk Tingkatkan Kualitas JDIH,0
Kemnaker Percepat Transformasi Ketenagakerjaan Lewat 5 Program Andalan,0
"MUTU International Dukung BPJPH, Percepat Sertifikasi Halal UMKM",0
"Mesin Cuci Front Load 7 Kg Rp3,8 Jutaan di Transmart Full Day Sale",1
MUTU International Dorong Kesadaran Tentang Kehalalan di IIHF 2025,0
"Transmart Full Day Sale, Sepeda Listrik Diskon Gede Jadi Rp3,6 Juta",1
"Serba Murah di Transmart Full Day Sale, Sepeda Diobral Rp1 Jutaan",1
Beli AC 1 PK Cuma Rp3 Jutaan di Transmart Full Day Sale Hari Ini,1
"Transmart Full Day Sale, Koper Diskon Gede Jadi Mulai Rp500 Ribuan",1
VIDEO: Melihat Beda Cara Bank Dunia dan BPS Hitung Angka Kemiskinan RI,1
BPJPH Perkuat Ekosistem Industri Halal Nasional Lewat IIHF 2025,0
"Sobat Rebahan Merapat, Kasur Elite Hemat sampai Rp15 Juta di Transmart",1
BPJPH Beri Penghargaan dan Laptop ke LP3H & P3H Terbaik di IIHF 2025,0
Menaker Tekankan Pentingnya Kepercayaan dan Inklusi dalam Relasi Kerja,0
"Alat Masak Lagi Diskon di Transmart Full Day Sale, Mulai Rp30 Ribuan",1
"Alexandr Wang, Miliarder Muda Berharta Rp59 T dari Kecerdasan Buatan",1
Ayam Broiler Mulai Rp26 Ribu Per Ekor di Transmart Full Day Sale,1
Daftar Wakil Menteri Rangkap Jabatan Sebagai Komisaris BUMN,1
"Transmart Full Day Sale Balik Lagi Hari Ini, Tebar Diskon 50% + 20%",1
BPJPH Bocorkan Strategi Jitu Kantongi Sertifikat Halal dengan Mudah,1
Kemenhub Pastikan Ancaman ke Bom Pesawat Haji Saudi Airlines Hoaks,0
"IIHF 2025, ESQ Halal Center Rekrut Ribuan P3H Perkuat Ekosistem Halal",0
Kemenko Perekonomian Apresiasi Smelter PTFI Beroperasi Lebih Cepat,0
"Jangan Lupa ke Transmart Full Day Sale Besok, Ada Diskon 50% + 20%",1
ID Survey Edukasi Pengunjung soal Ruang Lingkup-Produk Halal,0
Besok Sepeda Listrik Diskon 25% + 20% di Transmart Full Day Sale,1
Mutu Internasional Apresiasi UMKM yang Raih Sertifikat Halal,0
Indonesia Tegaskan Komitmen Kerja Sama Strategis dengan Rusia,0
Anggur dan Pear Century Diskon 20% di Transmart Full Day Sale,1
Kemnaker & Kemenpar Jalin Kerja Sama Dorong Daya Saing SDM Pariwisata,0
Tebus Murah Aneka Barang Elektronik di Transmart Full Day Sale Besok,1
"Siapkan Daftar Belanja, Transmart Full Day Sale Kembali Lagi 22 Juni",1
Mutu Internasional Dukung Penuh RI Jadi Kiblat Ekonomi Islam,0
BPJPH Ungkap 83 Persen Konsumen RI Sadar Produk Halal,0
BPJPH Sebut Kaum Difabel Bisa Dilibatkan Kawal Proses Produk Halal,0
"Bandara Bandung Mau Dihidupkan Lagi, Pesawat Besar Dilarang Masuk",1
"BPJPH: Sertifikat Halal Tak Cuma soal Agama, Tapi Daya Saing Global",1
Bio Farma Komitmen Bangun Ekosistem Farmasi Halal Berdaya Saing Global,0
Pesona Wakatobi: Hidden Gem untuk Tenangkan Diri dan 'Healing',1
7 Fakta soal Ekonomi Iran di Tengah Perang Rudal dengan Israel,1
"Hari Pertama IIHF 2025: Dihadiri 40 Negara, Hasilkan 16 MoU dan 11 MRA",0
RI Ditawari Teknologi Pembangunan PLTN oleh China dan Rusia,0
PNM Sabet Silver di IDEAS 2025 Berkat Program Komunikasi ESG RE3,0
"Rumah Subsidi 18 Meter Dikritik, Ara Siapkan Rusun Anak Muda",1
"IIHF 2025, Ajang Temu Produsen Global dengan Importir Lokal",0
RI dan Uni Ekonomi Eurasia Sepakati Perjanjian Perdagangan Bebas,0
Tips Persiapkan Dana Pendidikan Anak,1
Apa Itu Saham Blue Chip dan Kenapa Banyak Diburu Investor?,1
Ayam Goreng Widuran Resmi Buka Lagi,0
Prabowo Promosikan Danantara Saat Pidato dalam Forum Ekonomi di Rusia,0
"Kemendag soal Kiprah Dagang RI: Membaik, Surplus dengan Banyak Negara",0
"Dukung Sekolah Rakyat, Kemnaker dan Kemensos Sepakat Optimalkan BLK",0
KKP Tegaskan Pulau Tidak Bisa Diperjualbelikan,0
Kementerian ESDM Godok Aturan Olah Uranium untuk Bahan Baku PLTN,0
"Sri Mulyani Tambah Investasi Indonesia di IsDB Cs Rp1,7 T",0
Bahlil Tawarkan Rusia Garap Ladang Migas RI,0
Ara Klarifikasi soal Wacana Larang Orang Punya Lebih dari 1 Rumah,1
Wamendag Roro Ungkap 'Mindset' Pembangunan Ekonomi Prabowo,1
"Pemerintah akan Renovasi Rumah Kumuh Pakai Utang Rp24,5 T Bank Dunia",1
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",0
"Danantara-RDIF Rusia akan Rilis Platform Investasi Rp37,6 T",0
Asthara Group Resmi Luncurkan Hunian Premium Asthara Skyfront City,0
Sri Mulyani: Polri Punya Tanggung Jawab Jaga APBN,0
ESDM Tunggu KKP Tentukan Nasib Izin Tambang PT GAG di Raja Ampat,1
"Dalam 1 Bulan, Lebih dari 1.000 Tiket Green Run 2025 Resmi Terjual",0
Satgas PASTI Minta Masyarakat Waspada Penipuan Keuangan Pakai AI,0
KSO SCISI Siap Kawal Sertifikasi Halal Impor Jelang 2026,0
MUTU International Fasilitasi Sertifikasi Halal Gratis untuk UMKM,0
IHSG Lunglai ke 6.907 Tutup Pekan Ini,1
"LPPOM Edukasi Sertifikasi Halal di IIHF 2025, Bisa Cek Produk Kulit",0
Rupiah Semringah ke Rp16.396 per Dolar AS Sore Ini,1
Menaker Ungkap Strategi Ketenagakerjaan Dukung Keberlanjutan Industri,0
"Disuntik Danantara Rp130 T, Program KUR Mau Digeser ke Perumahan",1
"Bebas Denda Pajak Kendaraan, Bayar di PRJ Bisa Bawa Pulang Suvenir",1
BCA Data Conference 2025 Dukung Adopsi AI Beretika di Dunia Bisnis,0
"Pepsi Investasi Pabrik Rp3,3 T di Cikarang, Operasi Sejak Januari",0
"Bank Dunia Desak Negara Berkembang Transparan soal Utang, Ada Apa?",1
LPH Mutu International Siap Jadi Pemain Industri Halal Global,0
"3 Cara Beli Emas Antam Resmi secara Online, Pasti Aman!",1
Kemendag: Dunia Sedang Tidak Baik-baik Saja,1
FOTO: Melihat Gelaran Indonesia International Halal Festival 2025,0
Investigasi Garuda: Belum Ada Bukti Kru Terlibat iPhone Raib di GA-716,1
Rumah Makan Ayam Goreng Widuran Buka Lagi Usai Polemik Tak Halal,1
BPJH Dorong UMK Sertifikasi Halal Demi Tingkatkan Daya Saing,0
Strategi Iran Jualan Minyak Saat Perang dengan Israel: Dekati China,1
"BEI Akan Perpanjang Jam Perdagangan Saham, Ini 3 Skenarionya",1
"Perkuat Jaring Pengaman Sosial, BRI Ambil Peran Jadi Penyalur BSU",0
Komitmen Indofood CBP Hadirkan Produk Halal ke Konsumen,0
26 Negara Teken Kerja Sama Halal dengan Indonesia di IIHF 2025,0
Nasabah PNM Mekaar Ubah Jeans Hasil Decluttering Jadi Fashion Keren,1
Kepala BPJPH Resmi Buka Indonesia International Halal Festival 2025,0
Kepala BPJPH Gaungkan Misi Global di IIHF 2025: Halal RI untuk Dunia,1
"BI Tahan Suku Bunga Acuan di 5,5 Persen, Ini Dampaknya ke Kredit",1
BI Ungkap Alasan Deputi Filianingsih Tak Hadiri Pemanggilan KPK,1
Rupiah Menguat ke Rp16.370 Pagi Ini,0
ESDM Sebut Tak Ada Pembicaraan PLTN dalam Kunjungan Prabowo ke Rusia,0
"Biaya Pernikahan Mewah Jeff Bezos Ditaksir Tembus Rp 808,9 Miliiar",1
5 Kebiasaan Frugal Living Warren Buffett yang Patut Dicontoh,1
"Ekonom Soroti Kepastian Hukum RI, Hambat Pertumbuhan Ekonomi dan Investasi",0
Kemenhub Targetkan Pelabuhan Pulau Baai Beroperasi Kembali Awal Juli 2025,0
"Simak, 7 Manfaat Frugal Living untuk Keuangan Pribadi",1
"Pesawat Batik Air Mendarat Miring, Ini Kata Manajemen",1
Jumlah Perjalanan LRT Jabodetabek Ditambah Mulai 1 Juli 2025,0
Warren Buffett Sumbang Saham Berkshire Hathaway Senilai Rp 97 Triliun,0
"Simak, Rincian Harga Emas Antam Hari Ini",1
KAI Imbau Masyarakat Lebih Tertib di Perlintasan Sebidang,0
Harga Emas di Pegadaian Hari Ini Kompak Turun,0
Daya Saing yang Merosot (Bagian I),0
"Saham Nike Melompat 17 Persen, Imbas CEO Tenangkan Investor",1
"Pemerintah Kantongi Rp 27,84 Triliun dari Penjualan SR022",0
"Kontroversi Rakyat ""Ngebor"" Minyak, Dulu Ilegal, Kini Diizinkan Bahlil",1
"Berlaku 17 Juli 2025, Cek Rincian Aturan Bagasi Lion Air",1
Siapa Pemilik RS Hermina?,1
Apa Bedanya Frugal Living dan Pelit?,1
"Menikah, Jeff Bezos Jual Saham Amazon Senilai Rp 87,3 Triliun",0
"Hari Ini Peron Jalur 2 Stasiun Tanah Abang Beroperasi, Simak Aturan Barunya",1
"Pejabat PU Sumut Kena OTT KPK, Menteri Dody Ngaku Sangat Terpukul",1
"Bahlil Buka Suara soal Kisruh Izinkan Warga ""Ngebor"" Sumur Minyak",1
"IHSG Turun 0,14 Persen di Pekan Pendek, Kapitalisasi Pasar Jadi Rp 12.098 Triliun",0
Siapa Pemilik Aquviva yang Ramaikan Persaingan Merek Air Mineral?,1
Kemenkeu Klaim Utang RI Lebih Rendah Dari Banyak Negara di Dunia,0
Pertamina International Shipping Cetak Pertumbuhan Laba Hampir 70 Persen Sepanjang 2024,0
Anak Buah Sri Mulyani Sebut Stimulus Fiskal 2025 Tak Bikin Utang Pemerintah Melonjak,0
"Resmi, Tarif Listrik Tak Naik Sampai September 2025",0
"Kriteria Syarat Penerima BSU 2025, Anda Termasuk?",1
"Untung Rugi Wacana Penggabungan Asuransi BUMN, Bisa Tanggung Risiko Lebih Besar?",1
"Cara Cek Penerima Bantuan Subsidi Upah BSU 2025, Cukup Lewat HP",1
"Perusahaan Merry Riana Bakal Melantai di BEI, Ada Sokongan dari Konglomerat Ini",1
Astra Agro Gandeng Generasi Muda Majukan UMKM Menuju Pasar Global,0
"Kembangkan Pemeliharaan Pesawat, Republik Aero Dirgantara Gandeng Secamic Perancis",0
"3 Link Resmi Cek NIK BSU di bsu.kemnaker.go.id, JMO, dan BPJS Tk",1
"Pakai NIK, Ini 3 Cara Cek BSU BPJS Ketenagakerjaan via Online",1
"Cetak Rekor Tertinggi Sepanjang Masa, Penjualan Listrik PLN IP Capai 83.000 GWh",0
"Beras SPHP Dikemas Ulang, Mentan: Hanya 20-40 Persen Sesuai Aturan",0
BSU Tahap 2 2025 Kapan Cair? ini Jawaban Menaker dan Sri Mulyani,1
Beras Subsidi Dioplos dan Dijual dengan Harga Premium,1
"Kopdes Merah Putih di Papua Terbentuk, Wamenkop: Perkuat Kemandirian Ekonomi Desa",0
Simak Promo Pembiayaan MUF Syariah di  BSI International Expo 2025,1
"Toko Online Bakal Kena Pajak, Kemenkeu: Omzet di Bawah Rp 500 Juta Bebas...",1
"Stimulus Fiskal Berlanjut, Bansos Beras dan BSU Diperpanjang? Ini Kata Kemenkeu",1
"Program Perlinsos Lanjut di Semester II/2025, Kemenkeu: Belanja Negara Kita Rp3.621 Triliun",0
Warren Buffett Sumbangkan Saham Senilai Rp 97 Triliun ke Lima Yayasan Amal,0
5 Hal Ini  yang Bisa Dinikmati Investor Reksa Dana,1
"Cara Buka Rekening BTN Online untuk Pencairan BSU 2025, Cukup Lewat HP",1
"Trump Hentikan Semua Pembicaraan Dagang dengan Kanada, Ada Apa?",1
"Gelar Ratas, Presiden Prabowo Bahas Kondisi Perekonomian Global hingga Kesepakatan Dagang Indonesia-AS",0
"Cara Beli Tiket Ragunan secara Online, Harga Mulai Rp 3.000",1
"Libur Panjang, Pertamina Tambah Stok 7,38 Juta Tabung LPG 3 Kg",0
"Beras SPHP Dioplos Jadi Premium, Mentan: Negara Tak Boleh Kalah dari Mafia",1
Apakah Anda Lolos Verifikasi dan Validasi BSU 2025? Ini Cara Ceknya,1
"RUPST 2025, Indofarma Umumkan Direksi dan Komisaris Baru",0
MNC Vision Tunjuk Legenda Bulu Tangkis Indonesia Kevin Sanjaya Jadi Direktur,0
"Resmi, Ini Tarif Listrik Juli 2025 untuk Semua Golongan Pelanggan",1
"Harga Emas Hari Ini di Pegadaian Turun, Simak Rincian Per 28 Juni 2025",1
3 Cara Cek Penerima Bantuan Subsidi Upah BSU Pakai NIK,1
"Harga Emas Antam Hari Ini Turun Rp 23.000, Simak Rincian Per 28 Juni 2025",1
8 Tips Frugal Living yang Wajib Diketahui Keluarga Kelas Menengah,1
"Resmi, Tarif Listrik PLN Juli–September 2025 Tidak Naik, Ini Daftarnya",1
"Prabowo Resmikan 47 PLTS, Lebih dari 5.000 Rumah Tangga di 3T Nikmati Listrik Bersih",0
Cara Buka Rekening Mandiri Online untuk Pencairan BSU 2025,1
"Beras SPHP Dioplos Jadi Premium, Mentan: Tolong Jangan Diulangi...",1
BPNT 2025 Tahap 2 Sudah Cair? Ini Cara Cek Penerima dan Statusnya,1
"Toko Online Bakal Dipungut Pajak, Warganet Ramai-ramai Kritik Sri Mulyani",0
Menanti Aksi Politik Prabowo Mengatasi Ketimpangan,0
"Wall Street Menghijau, S&P 500 dan Nasdaq Cetak Rekor Baru",0
Pemerintah Pastikan Tarif Listrik Juli-September 2025 Tidak Naik,0
[POPULER MONEY] Cara Cek Bansos BPNT 2025 Tahap 2 | Cara Cek Validasi BSU 2025,1
"AS dan China Konfirmasi soal Kesepakatan Perdagangan, Cabut Aturan Tarif?",1
"Cek BSU dengan NIK 2025, Ini Link Resmi dan Cara Cek Validasinya",1
"Kasus Kebocoran Data Naik, Aftech dan Hukumonline Kenalkan Sistem RCS",0
"Dollar AS Dekati Titik Terendah dalam 3,5 Tahun, Sinyal Pasar Tak Lagi Percaya Trump dan The Fed?",1
"3 Skill Finansial yang Wajib Dikuasai Remaja dan Mahasiswa, Apa Saja?",1
"Wall Street Tembus Rekor di Akhir Pekan, Sinyal Pasar Bullish Baru Muncul?",1
Ini 6 Jurus Agar Harta Warisan Tak Jadi Sumber Konflik Keluarga,1
"Duduk Perkara Toko Online Bakal Kena Pajak 0,5 Persen, Pemerintah Pastikan Bukan Pungutan Baru",0
"Gencatan Senjata Iran-Israel Redakan Pasar, Harga Minyak Dunia Turun Pekan Ini",0
Laba Bersih Pertamina Marine Solutions 2024 Tumbuh 126 Persen,0
"Ekosistem Beras Biofortifikasi, Strategi Baru Kendalikan Harga",0
PHE Andalkan Teknologi Tangkap Karbon untuk Hadapi Emisi dan Tarik Investasi,0
Ini Empat Alasan Pemerintah untuk Segera Realisasikan Zero ODOL,1
"Pertamina Hulu Energi Kantongi Kredit Rp 19,8 Triliun dari Bank Global",0
"Harga Beras di Jepang Mulai Stabil, Usai Melonjak Berbulan-bulan",0
"Pro Kontra Pelaku Industri soal Pengenaan BMAD Benang Filament Asal China, Siapa yang Dirugikan?",1
"Taksi Terbang EHang Diuji Coba, Bagaimana Aspek Keamanan dan Dasar Hukumnya ?",1
"Bitcoin Melesat, Dekati Rekor Tertinggi di Tengah Sinyal Pemangkasan Suku Bunga AS",0
Kopdes Merah Putih Bakal Suplai Bahan Baku dan Kelola Dapur Umum MBG,0
"Gandeng BNI, Pameran ""Mommy N Me"" Kembali Digelar di JICC, Targetkan Transaksi Besar",0
Anwar Ibrahim: Potensi Investasi RI-Malaysia Sangat Besar Tapi Belum Dioptimalkan,0
Prabowo: RI dan Malaysia Sama-sama Bisa Mengeksploitasi Laut Ambalat,0
"PM Malaysia Anwar Ibrahim Dukung Kerja Sama Ekonomi ""Joint Development"" di Blok Ambalat",0
"RI-Malaysia Sepakati Kerja Sama Ekonomi ""Joint Development"" di Blok Ambalat yang Kaya Migas",0
Pertemuan Prabowo-PM Malaysia Anwar Ibrahim Bahas Investasi dan Perdagangan,0
"Dari Mana Sumber Dana Kopdes Merah Putih? Menkop: dari Bank BUMN, LPDB, hingga BPD",1
"Airlangga dan Rosan Roeslani Temani Prabowo Bertemu PM Malaysia Anwar Ibrahim, Apa yang Dibahas?",1
"Revisi Aturan Impor Tekstil Mendesak, Industri Terancam PHK Massal",1
"KAI Uji Coba Percepatan Kereta Bandara, Targetkan Tempuh Lebih Cepat",0
Elon Musk Pecat Kepala Produksi Tesla Omead Afshar,0
"Harga Tiket PRJ 2025, Jadwal Konser, dan Lokasi Parkir di JIExpo",0
"Investigasi BBC Ungkap Bisnis Calo Makin Canggih, Raup Miliaran Rupiah Setahun",1
"Switchover Tanah Abang Mulai 28 Juni, Ini Jalur KRL yang Berubah",1
"Produsen dan Pedagang yang Curangi Kemasan dan Mutu Beras Bisa Dipenjara 5 Tahun, Denda Rp 2 Miliar",0
"Produsen dan Pedagang yang Curangi Kemasan dan Mutu Beras Bisa Dipenjara 5 Tahun, Denda Rp 2 Miliar",0
Lolos Verifikasi BSU tapi Belum Cair? Simak Alur Pencairan BSU 2025,1
"Mobil Listriknya Dapat 200.000 Pesanan dalam 3 Menit, Saham Xiaomi Melonjak",1
Baja di Medan Perang (Bagian II-Habis),0
Baja di Medan Perang (Bagian I),0
"Kebijakan Zero ODOL Jalan Terus, Menhub: Tidak Perlu Regulasi Baru",0
Apindo Dukung Rencana Pemungutan Pajak Pedagang Online oleh Marketplace,0
Peringatan Keras Bapanas ke Pedagang Beras: Kemasan Harus Sesuai Aturan,1
"Revisi Aturan Panas Bumi Disiapkan, Lelang dan Insentif Jadi Sorotan",0
Nike Pangkas Produksi di China demi Hindari Tarif Impor AS,0
"Situasi Timur Tengah Melandai, Penutupan Pasar Saham Pekan ini Diprediksi Positif",0
"Komisaris dan Direksi Panin Bank Mundur, Struktur Saham Dirombak",1
"Diskon Tol 20 Persen di 12 Ruas pada 27–29 Juni 2025, Cek Daftarnya",1
"Mentan Amran Ungkap Beras SPHP Dioplos, Dijual dengan Harga Premium",1
"Harga Emas di Pegadaian Hari Ini 27 Juni 2025, UBS dan Galeri24 Turun",0
"Harga Emas Antam Hari Ini 27 Juni 2025, Turun Jadi Rp 1,9 Juta Per Gram",0
"Jaga Keselamatan, Ini Aturan Perlintasan KA yang Perlu Diketahui",1
"Menhub: Tunda Zero ODOL, Korban dan Kerugian Akan Terus Bertambah",0
Siasat Mendag Genjot Penetrasi Produk Halal di Pasar Pasar Australia,0
"Menteri Pertanian: Stok Beras Melimpah, Harga dan Mutu Tak Wajar",1
Ekonom: SLIK Bukan Daftar Hitam yang Halangi Persetujuan KPR,0
"Terendah Sejak 2020, Mendag Ungkap Biang Kerok Anjloknya Surplus Neraca Dagang April 2025",1
"Penerapan Zero ODOL Tertunda 16 Tahun, Menhub: Sebabkan 6.000 Orang Meninggal Dunia",0
"OpenAI Soroti Zhipu AI, Startup China yang Didukung Negara",0
"BI: Keuangan Syariah Lebih Tahan Guncangan, Punya Aset Dasar Nyata",0
"Aset Eks-BPPN Senilai Rp1,28 Triliun Resmi Diserahkan ke 11 Instansi",0
"Cara Cek Bansos BPNT 2025 Tahap 2, Klik cekbansos.kemensos.go.id",1
Menhub: Ancaman Bom Tak Boleh Dianggap Enteng,1
"Taksi Terbang Diuji Coba, Kemenhub Kaji Aspek Keamanannya",0
"Soal Reaktivasi Bandara Husein Sastranegara, Menhub Minta Farhan-Dedi Mulyadi Komunikasi",0
"Cara Cek Validasi BSU 2025 dengan NIK, Apakah Kamu Lolos?",1
"Diskon Tol Trans Jawa Hari Ini, Jakarta-Semarang Jadi Rp 330.800",0
Garuda Indonesia Masuk Daftar Perusahaan Terbaik Se-Asia Tenggara versi Fortune Southeast 500,0
"Jadwal KRL Solo - Jogja pada 27, 28, dan 29 Juni 2025",0
"Jadwal KRL Jogja - Solo pada 27, 28, dan 29 Juni 2025",0
Bagaimana Regulasi Taksi Terbang? Menhub Beri Penjelasan,1
"Proyek Panas Bumi PGE Dapat Suntikan Investasi Rp 1,94 Triliun dari Danantara",0
Kinerja Anak Usaha KRAS Terdongkrak Penjualan Lahan Industri,0
"Saham Nvidia Cetak Rekor, Kekayaan Jensen Huang Naik Rp 82 Triliun",0
"Bukan Pajak Baru, Apindo Dukung Aturan E-commerce Jadi Pemungut PPh Final UMKM",0
BI: Keuangan Syariah Lebih Tahan Krisis karena Punya Underlying Asset,0
Pertamina Hulu Rokan Jadi Tulang Punggung Migas Nasional 2024,0
"Tak Hanya Pelaut, Klinik BKKP Kemenhub Kini Layani Masyarakat Umum",1
"Cara Cek Validasi BSU 2025 di bsu.kemnaker.go.id, Cukup Pakai NIK",1
"Dukung Peningkatan Kualitas hingga Akses Pasar Digital, Peruri Antar Dua UMKM Raih Penghargaan",0
Bos BSI: Ekonomi Syariah Harus Jadi Arus Utama Pembangunan Ekonomi,0
"Taksi Terbang Belum Jadi Solusi Kemacetan Jakarta, Menhub Sebut Masih Mahal",0
"Titik Terang Pembentukan Satgas PHK Juli 2025, Bermula dari Usulan Buruh...",1
"Pesawat Jemaah Haji 2 Kali Diancam Teror Bom, Menhub: Meski Hoaks Tetap Dilacak",0
"Pendapatan Fore Coffee (FORE) Rp 1,04 Triliun pada 2024, Bidik Peningkatan Tahun Ini",0
"Investasi Hijau Mengalir ke Jateng, Potensi Rp 132 Triliun Menanti",0
Danantara Indonesia Incar Investasi di Industri K-Pop dan Drama Korea,0
"Pelindo Luncurkan Dermaga Terapung di Benoa, Awali Pembangunan Marina Wisata",0
"Penipuan Online Rugikan Warga Rp 3,2 Triliun, OJK: Sudah Memprihatinkan",0
Bahlil Resmikan Legalitas Sumur Minyak Rakyat Lewat Peraturan Menteri,0
"Produksi China-India Naik, Ekspor Batu Bara RI Tertekan",0
"Adaro Jual 145 Juta Saham CITA, Fokus Perkuat Keuangan",0
