Judul,Label
"Kuota Impor Sapi Hidup Dibebaskan, Zulhas: Yang Beku Dikendalikan",0
BTN Siapkan KPR untuk Proyek Hunian Vertikal Investor Qatar,0
"Inisiatif Sosial United Tractors dan PTAR Diakui, Ada Apa di Baliknya?",1
"Pelabuhan Bengkulu Dikeruk 24 Jam, Target Tuntas Akhir Juni",0
"Cara Cek Validasi BSU 2025 dengan NIK, Klik bsu.kemnaker.go.id",0
Dirjen Pajak Blokir Ribuan Rekening Penunggak Pajak di 11 Bank Besar,0
"Daftar Aset Kripto Diperketat, Apa Dampaknya ke Investor Lokal?",1
"Anggaran MBG 2025 Turun Jadi Rp 121 Triliun, Ini Alasannya",1
Erick Thohir Bakal Kembangkan KEK Kesehatan ke Berbagai Daerah Indonesia,0
"Promo Blibli Payday untuk Liburan, Ada Cashback hingga Rp 700.000",0
"Profil Hendro Martowardojo, Komut Krakatau Steel (KRAS) yang Baru",0
"Thailand Perketat Regulasi Ganja Rekreasi, Industri Bernilai Triliunan Terancam",0
Samator (AGII) dan China Bentuk Gugus Tugas Energi Bersih Bareng,0
Menakar Pajak Aplikasi Digital: Antara Kepastian Hukum dan Keadilan Ekonomi,0
"Putusan MA Larang Ekspor Pasir Laut, Menteri Kelautan: Kita Harus Patuhi",0
"Pedagang e-Commerce Bakal Dipungut Pajak, Menteri UMKM Bakal Ketemu Sri Mulyani",0
Bos Medco Energy Buka-bukaan soal Rencana Ekspor Listrik ke Singapura,1
"IHSG Menguat di Penutupan Akhir Pekan, Kurs Rupiah Menguat",0
"Istana: Satgas PHK Launching Juli 2025, Bareng Dewan Kesejahteraan Buruh",0
"Target 82,9 Juta Penerima MBG di Desember 2025, Zulhas: Anggarannya Rp121 Triliun",0
Bahlil Optimistis Penambahan Produksi Blok Cepu Bisa Wujudkan Swasembada Energi,0
"Anggaran MBG Baru Terserap Rp 5 Triliun, Prabowo Bakal Terbitkan Perpres Baru",0
"Revisi Aturan Impor Tuntas, Istana Sebut Diumumkan Pekan Depan",1
"E-commerce Bakal Jadi Pemungut Pajak, Kepatuhan Pajak Naik?",1
"Bea Cukai Catat Kinerja Positif di Tengah Ketidakpastian Ekonomi Global, Penerimaan Tembus Rp 122,9 Triliun",0
"Melantai 9 Juli, Merry Riana Education Tawarkan 266 Juta Saham",0
"OJK Wajibkan Co-Payment, Prudential: Kami Sudah Siap Sejak Setahun Lalu",0
Bank Mandiri Dukung Kemenko Pangan Perkuat Kapasitas Koperasi Desa Merah Putih,0
Blibli (BELI) Masuk Daftar 500 Perusahaan Terbaik di Asia Tenggara,0
"Bali–Adelaide Kini Terhubung Langsung, AirAsia Terbang Empat Kali Sepekan",0
Mendag Pede Manufaktur RI Tak Terdampak Konflik Iran-Israel,0
"Kementan Temukan Kecurangan Beras, Konsumen Dirugikan Rp 99 Triliun",1
"Emtek Tambah Kepemilikan Saham di SCMA, Kini Pegang Hampir 65 Persen",0
"Pemerintah Tunjuk Marketplace Jadi Pemungut Pajak, Bukan Pajak Baru",1
Medco Akusisi Blok Migas di Sumsel dari Repsol,0
"Kinerja Keuangan Jeblok, Aplikasi Kencan Bumble PHK 30 Persen Karyawan",0
"RUPS Krakatau Steel, Komisaris Utama dan Direktur Keuangan Diganti",0
"Pedagang E-commerce Bakal Dipungut Pajak, Ini Respons Mendag",1
Rumah Subsidi Kecil 18 Meter Persegi? Hashim Bilang Masih Wacana,1
"Grup Djarum Beli Saham Hermina (HEAL), Rogoh Kocek Rp 1,04 Triliun",0
"Prabowo Resmikan Serentak Pembangkit Listrik EBT di 15 Provinsi, Total Investasi Rp 25 Triliun",0
"SBR014 Terbit 14 Juli 2025: Keuntungan, Cara Beli, dan Kuponnya",0
Quraish Shihab dan 2 Anggota Dewan Pengawas Syariah CIMB Niaga Mundur,0
Menabur Benih dan Bibit untuk Swasembada Pangan Nasional,0
"Qatar Bangun 50.000 Apartemen Subsidi dIndonesia Senilai Rp 40,5 Triliun, Dilengkapi Kolam Renang",1
"Sudah Bisa Diakses, Ini Cara Cek Validasi BSU 2025",1
Muhammadiyah Gandeng DMMX Percepat Digitalisasi Ekosistem Bisnis Amal Usaha,0
Asosiasi Ingatkan Dampak Konflik di Timur Tengah ke Sektor Logistik,0
"Filipina dan Jepang Garap Ekonomi Syariah, Indonesia Jangan Mau Kalah",1
"Soal Kuota Internet Hangus, Ini Kata Pengamat",1
"Dorong Keberlanjutan Gas Bumi untuk Industri, PGN Optimalkan Peran Agregator Gas Bumi Nasional",0
"Prabowo Optimistis Indonesia Bisa Swasembada Pangan di 2026, Mengapa?",1
"Prabowo Resmikan PLTP Blawan Ijen, Nilai Investasi Rp 3,9 Triliun",0
"Promo Libur Sekolah, DAMRI Beri Diskon Tiket 15 Persen, Cek Rutenya",1
"Nilai Ekspor Produk Halal RI ke Australia  Kuartal I/2025 Tembus Rp 2,5 Triliun",0
BSU Tahap 2 Kapan Cair? Ini Penjelasan Kemenaker dan Cara Ceknya,1
PALM Cari Tambahan Modal dengan Dua Aksi Korporasi Ini,1
"Permendag 15/2025, Upaya Kemendag Sempurnakan Standardisasi Perlindungan Konsumen dan Dongkrak Daya Saing Produk Nasional",0
"Marketplace Bakal Jadi Pemungut Pajak, UMKM Kecil Tetap Dikecualikan",0
Kilang Pertamina Cetak Rekor Produksi pada 2024 dan Kurangi Emisi Karbon,0
"Mendag Busan Terbitkan Permendag 14/2025, Atur Promosi Dagang dan Penguatan Citra Indonesia di Luar Negeri",0
"Harga Gas Naik-Turun, PGN Janji Tak Lepas Tangan",1
Alasan Ini Bikin Kasus Pailit di Asuransi Jiwa Tak Kunjung Selesai,1
Bantuan Belum Cair? Ini Penyebab Gagal dapat BSU Menurut Kemenaker,1
"Sebanyak 17.000 Perempuan Ikut Program Digital, Indosat Targetkan UMKM Naik Kelas",0
Aktor Ario Bayu Jadi Dirut Tripar Multivision Plus (RAAM),0
"Usaha Ultra Mikro Dikuasai Perempuan, tapi Masih Sulit Akses Modal",0
Teknologi Kesehatan Ubah Lanskap Bisnis Rumah Sakit di Daerah,0
"BSU 2025 Tahap Pertama Sudah Disalurkan, Kapan BSU Tahap 2 Cair?",1
"Toko Online di Shopee hingga Tokopedia Bakal Kena Pajak, Ini Penjelasan Pemerintah",1
Kopdes Merah Putih Serap Bisa Serap 2 Juta Tenaga Kerja,0
"Jika Pajak Toko Online Diterapkan, Tokopedia-TikTok Shop Minta Hal Ini ke Pemerintah",1
Diskon Iuran JKK 50 Persen Bakal Diperpanjang hingga 2026,0
"Memaknai BI Rate 5,50 Persen",0
"Harga Emas Pegadaian 26 Juni 2025: Antam dan Galeri24 Stagnan, UBS Anjlok",0
IHSG dan Rupiah Kompak Dibuka Menguat,0
"Harga Emas Antam Hari Ini Turun Rp 8.000, Simak Rincian Per 26 Juni 2025",1
"Ditjen Pajak Finalisasi Aturan, Siap-siap Toko Online di Shopee hingga Tokopedia Dikenai Pajak",1
"Harga Emas Dunia Stabil, Investor Hati-hati Jelang Rilis Data Ekonomi AS",0
"BSI International Expo 2025 Dibuka Hari Ini, Simak Beragam Promo Beli dan Cicil Emas Bank Syariah Indonesia",1
KPPU Minta Danantara Konsultasikan Penyaluran Investasi Hindari Persaingan Usaha yang Tidak Sehat,0
"Institusi Besar Terus Akumulasi Bitcoin, BlackRock dan Fidelity  Borong BTC Senilai Rp 8,5 Triliun",0
"Cara Buka Rekening Bank Himbara untuk Pencairan BSU 2025, Bisa Online",1
"IHSG Hari Ini Diproyeksikan Melemah, Simak Analisis dan Rekomendasi Saham Kamis",1
"Wall Street Ditutup Bervariasi, Saham Nvidia Melonjak Sentuh Rekor Tertinggi",0
"Cara Cek NIK Penerima BSU 2025, Klik bsu.kemnaker.go.id",1
Harga Minyak Kembali Naik Usai Gencatan Senjata Iran-Israel Diprediksi Berjalan Stabil,0
Mengapa Revisi Permendag 8/2024 Tak Kunjung Diumumkan Pemerintah ?,1
KPPU Temui Luhut Bahas Apa?,1
Koperasi Merah Putih Jangan Bermain di Bitcoin,0
[POPULER MONEY] Bisnis Milik Ustaz Khalid Basalamah yang Membuatnya Dipanggil KPK | KAI soal Petugas KA Minta Balita Tak Punya Tiket Ditinggal,1
"Intip Harga Sorgum, Pangan Alternatif yang Semakin Digemari Pecinta ""Healthy Lifestyle""",1
Transaksi Digital BNI Tembus Rp 764 Triliun,0
Cara Perbarui Rekening BSU 2025 agar Bantuan Rp 600.000 Cair,1
"Bandara Kertajati, Realita Pahit Proyek Triliunan",1
"Kemenkeu Salurkan Dana Desa Rp 37,38 Triliun hingga Juni 2025",0
Menteri ATR Tegaskan Pulau-pulau Kecil Tak Bisa Dimiliki Asing,0
Cara Login Aplikasi JMO untuk Cek Status Penerima BSU 2025,1
"Toko Online Bakal Kena Pajak, Ini Komentar Warganet",1
"Bahas Dampak Konflik Iran-Israel, Menteri ESDM Bertemu Pertamina",0
"Ketua KPPU Temui Luhut, Soroti Minimnya Respons Pemerintah atas Saran Kebijakan Persaingan Usaha",0
"FESyar Sumatera 2025: Catat Transaksi Rp 12,4 Miliar, Sertifikasi Halal 100 UMKM",0
"Laksanakan Penugasan Kemenhub, Pelindo Kebut Pengerukan Alur Bengkulu untuk Kelancaran Logistik Pulau Enggano",0
"Pembatalan Klaim Kurang dari Satu Persen, Industri Asuransi Jiwa Bayar Mayoritas Pengajuan",0
"AI Ancam Ambil Alih Pekerjaan Manusia, Kuasai 3 Skill Ini",1
"Wamentan Jadi Ketum HKTI, Akhiri Dualisme",0
Toko Onilne Bakal Kena Pajak? Ini Kata Ditjen Pajak,1
"Pertamina NRE Catatkan Laba Bersih Rp 1,39 Triliun di 2024",0
"Sudah Diterapkan di Luar Negeri, Skema Co-Payment Dipercaya Tekan Harga Premi",0
"Kopdes Merah Putih Bisa Ajukan Modal Usaha Mulai Awal Bulan Depan, Begini Mekanismenya",1
"Aturan Pajak Marketplace Disiapkan, Asosiasi Harap Implementasi Bertahap",0
"Revitalisasi Tambak di Pantura Jabar Dimulai, Target Produksi Naik 240 Kali Lipat",1
Wacana Konsolidasi Asuransi Jiwa BUMN Dinilai Tak Ganggu Bisnis Swasta,0
Pemerintah Bakal Pajaki Toko Online yang Beromzet Rp 500 Juta,0
"Lesu IPO Semester Pertama, Baru 14 Perusahaan Melantai di BEI",0
Kemenperin Ungkap Biang Kerok Lemahnya Daya Saing Industri RI,1
Bahlil Mau Ambil Orang KPK dan TNI Jadi Pejabat Ditjen Penegakan Hukum,1
"Gandeng LPEI, KB Bank Perkuat Pembiayaan Ekspor UMKM Indonesia",0
"Hari Pelaut Sedunia 2025, Kemenhub Kampanyekan Budaya Kerja Bebas Pelecehan di Kapal",0
Kapan BSU Tahap 2 Cair? Menaker dan Sri Mulyani Beri Bocorannya,1
Gejolak Selat Hormuz Picu Risiko Baru bagi Industri Manufaktur RI,0
"Tinggalkan Karier Akuntan, Kakak-Adik Ini Bangun Bisnis Pakaian hingga Omzet Rp 2,7 Triliun",1
BEI Bakal Buka Short Selling pada September Tahun Ini,0
"Apa Itu Short Selling? Ini Penjelasan, Mekanisme, dan Risikonya",1
"IHSG Hari Ini Melemah 0,54 Persen, Kurs Rupiah Terus Menguat",0
"Danantara Buka-bukaan Alasan Suntik Garuda Rp 6,6 Triliun",1
"Gas PGN Kian Digemari UMKM Medan: Bolu Meranti Hemat Energi 50 Persen, Wajir Seafood 30 Persen",0
Menteri Kelautan Ungkap Ikan di Waduk Cirata Tak Layak Dimakan: Kandungan Merkurinya Sangat Tinggi,1
"Imbas Perang Iran-Israel, Kemenperin Sebut Biaya Logistik dan Produksi Industri Manufaktur RI Naik",0
"BSU 2025 Cair Lewat Kantor Pos, Simak Syarat dan Cara Cek Penerima",1
Defisit Anggaran Tahun Ini Diprediksi Melebar karena MBG,0
Menteri Kelautan Tegaskan Pulau-pulau di Indonesia Tak Bisa Diperjualbelikan,0
"Soal Premanisme, Dedi Mulyadi: Kalau Denger Proyek Berarti Duit...",1
"Anjungan Baru Migas Dikirim ke Laut Jawa, Target Tambah Produksi 3.000 Barrel",0
Trump Sebut China Bisa Terus Beli Minyak Iran Meski Sanksi AS Berlaku Ketat,0
"Peringati HANI 2025, Bea Cukai Rinci Capaian dalam Pemberantasan Narkoba",0
"Gaungkan UMKM Paten, Shopee Dorong Penopang “Nadi” Perekonomian Indonesia Terus Tumbuh",1
"Taksi Terbang EHang 216-s Diuji Coba di PIK 2, Klaim Sudah Ada Izin dari Kemenhub",0
Negara Rugi Rp 43 Triliun Setahun Gara-gara Truk ODOL,1
"Saratoga Investama Sedaya (SRTG) Bakal Tebar Dividen Rp 14,75 Per Saham",0
Danantara Akan Suntik Rp 26 Triliun untuk Revitalisasi Tambak di Pantura,0
Perdana Menteri China: Ekonomi Bakal Tetap Kuat Meski Model Bisnis Berubah,0
BSU Tahap 2 Kapan Cair? Ini Cara Cek Status Pencairannya,1
Zulhas Tegaskan Penghapusan Kuota Impor Sapi Sudah Berlaku,0
DPR Nilai BPKH Layak Jadi Pemain Besar di Ekosistem Haji,0
Perang dan Persepsi Harga,0
"Krisis Pulau Enggano, Menteri Kelautan Siapkan 4 Solusi Permanen Ini",0
Askrindo Beri Perlindungan Asuransi Public Liability untuk Bahana Security Sistem,0
"Jeff Bezos Dituding Minim Bayar Pajak, Pernikahan Mewahnya di Venesia Tuai Protes",1
Apa Itu Truk ODOL yang Bikin Ribuan Supir Truk Demo dan Blokir Jalan?,1
"Muhammadiyah Luncurkan e-KTAM, Satu Identitas Digital untuk Seluruh Anggota",0
"Warga Pulau Enggano Terisolasi, Menteri Kelautan Janjikan Bantu Akses",0
"OJK Awasi Ketat BPR, Kredit Macet Sudah 2 Kali Lipat Ambang Batas",0
"Bahlil Tunjuk Mantan Jaksa, Rilke Jeffri Huwae Jadi Dirjen Penegakan Hukum",0
Mayoritas Bos IT di Indonesia Siap Genjot Investasi Data Streaming,0
"Selat Hormuz, Jalur Minyak Rp 9.700 Triliun yang Terancam Tutup",1
BEI Bukukan Laba Bersih Rp 673 Miliar Sepanjang 2024,0
Deretan Bisnis Khalid Basalamah,1
Menaker Yassierli Akui Ada Ancaman PHK di RI Imbas Perang Iran-Israel,0
"Menteri KP Trenggono: Pulau Kecil Tidak Boleh Dijual, Akan Diawasi Satelit",0
Medela Potentia (MDLA) Tebar Dividen Setara 40 Persen Laba Bersih 2024,0
"OCBC NISP Terbitkan Obligasi Rp 1,5 Triliun, Bunga hingga 6,55 Persen",0
"Bukalapak Putuskan Tak Bagi Dividen, Komisaris Utama Diganti",0
"Produk Bumbu Masak RI Masuk Ritel Mesir, Ekspor RI ke Mesir Tembus 545 Juta Dollar AS",0
"MahakaX Catat Laba Rp6 Miliar pada 2024, Komisaris Utama Diganti",0
"Viral, Kampanye Terbaru Shopee Sedot Perhatian Warganet",1
Menteri Kelautan Ungkap Ada Pulau Indonesia yang Dijual di New York,1
"Bertemu Menkeu Saudi, Sri Mulyani Bahas Perang Israel-Iran dan Dampaknya ke Global",0
"Sungai Jabar Akan Dijaga Marinir, Dedi: Dua Tahun Tak Boleh Ada Bangunan Liar",0
"Viral Video Petugas KA Minta Balita Tak Punya Tiket Ditinggal di Stasiun, Ini Respons KAI",1
"Tak Bagi Dividen, Imago Mulia (LFLO) Pilih Bertahan di Tengah Ancaman Global",0
"SPMB STAN 2025 Segera Dibuka, Ini Tahapan, Jadwal, dan Kuotanya",0
Pertamina Jual 105 Juta KL BBM Sepanjang 2024,0
"Cek Bansos BPNT 2025, Ini Tanda Bantuan Siap Cair",1
"Pengumuman Hasil Revisi Permendag 8/2024 Ditunda, Apa Alasannya?",1
"Simak Daftar Kurs Rupiah 5 Bank Besar di Indonesia, Rata-rata Jual di Rp 16.300",0
"Harga Emas di Pegadaian 25 Juni 2025: Antam dan Galeri24 Turun, UBS Naik Tipis",0
"Mentan Amran Pastikan Penerapan B50 ""On Track"" hingga 2026",0
"BSU 2025 Sudah Cair, Ini Cara Update Rekening agar Bantuan Masuk",1
Asosiasi Tekstil Sebut BMAD Berdampak Buruk pada Industri Hulu,0
Mengenal Bisnis Biro Umrah dan Haji Milik Ustaz Khalid Basalamah,1
"Sejarah Baru Pertanian RI, Tumbuh 10,52 Persen, Tertinggi dalam 15 Tahun",0
Cara Bank Jago (ARTO) Tumbuhkan SDM yang Inovatif,0
Cek Rincian Harga Emas Antam Hari Ini 25 Juni 2025,0
"Iran-Israel Gencatan Senjata, Harga Emas Dunia Merosot ke Level Terendah Dua Minggu",0
"Kisah Ibu Rumah Tangga di Belitung, Bangun Usaha Batik di Tengah Gempuran Batik Cap",1
"IHSG Naik di Pembukaan Perdagangan Bursa, Kurs Rupiah Menguat ke Level 16.200-an",0
"KAI Miliki Aset 327 Juta Meter Persegi, Upayakan Sertifikasi Massal untuk Dukung Transportasi Nasional",0
Harga Minyak Dunia Anjlok Setelah Iran-Israel Gencatan Senjata,0
"Cek Jadwal Pencairan BSU 2025, Punyamu Sudah Masuk?",1
"Saratoga Investama Sedaya (SRTG) Gelar RUPS Hari Ini, Simak Rincian Agendanya",1
IHSG Hari Ini Lanjut Menguat? Simak Analisis dan Rekomendasi Saham Rabu,1
Wall Street Menguat di Tengah Penurunan Harga Minyak Mentah Dunia,0
"Kenapa 1,24 Juta Pekerja Belum Terima BSU Tahap Satu? Ini Alasannya",1
"Jika Selat Hormuz Ditutup, Kapal Minyak Ubah Rute, Apakah Harga BBM Pertamina Bakal Naik?",1
"Buka Rekening BNI Online untuk BSU 2025 Tanpa ke Bank, Begini Caranya",1
"Iran-Israel Sudah Gencatan Senjata, Kapal Minyak di Selat Hormuz Masih Gangguan GPS",0
"Hari Ini Revisi Permendag 8/2024 Diumumkan, Jadi Babak Baru Industri Tekstil?",1
Bahlil Sebut Prabowo Bakal Resmikan Proyek Baterai EV CATL pada 29 Juni 2025,0
Perang Israel-Iran Bikin Garuda Indonesia Setop Penerbangan ke Doha Qatar hingga 1 Juli,0
Cara Buka Rekening BRI Online untuk Pencairan BSU 2025,1
"Cerita Adena Coffee, Terima ""Blended Finance"" dari DBS Indonesia untuk Pemberdayaan Petani Kopinya",1
"Perang Iran-Israel Bikin Maskapai RI Terdampak, Harus Alihkan Rute hingga RTB",0
"BSU 2025 Cair Lewat Bank Himbara, Begini Cara Buka Rekening Online",1
"Prabowo Kunjungi Sarinah Bareng Titiek Soeharto dan Didiet, Lihat-lihat Sepatu dan Batik",1
Cara Cek Penerima BSU 2025 via Aplikasi JMO,1
"[POPULER MONEY] Jika PD 3 Pecah, Indonesia Jadi Salah Satu Negara Teraman | Iran-Israel Gencatan Senjata, Harga Minyak dan Emas Turun Drastis",1
"Danantara Suntik Garuda Rp 6,65 Triliun, Mau Dipakai Buat Apa?",1
Bahlil Ungkap Rusia-Kanada Minat Investasi Pembangkit Nuklir di RI,0
"OH!SOME Buka Toko Ke-100 di Indonesia, Siap Ekspansi Lebih Luas",0
"Kriteria Syarat Penerima BSU 2025, Begini Cara Ceknya",1
"Dialokasikan Rp 16,71 Triliun untuk 1,44 juta Guru, Kapan Tunjangan Guru Tahap 2 Cair?",1
BKPM Tempatkan Desk Khusus di Batam untuk Percepat Perizinan Investasi,0
Bank Mandiri Dukung Purna PMI Jadi Pengusaha Tangguh lewat Workshop Bapak Asuh di Indramayu,0
Produk Schneider Electric Buatan Pabrik Bekasi Sudah Penuhi TKDN 40 Persen,0
Peran Peserta dalam Skema Co-Payment Jadi Kunci Penurunan Harga Premi,0
"Sinarmas Gandeng Bahana Sekuritas, Perluas Distribusi Reksa Dana Digital",0
"Ada Konflik Iran-Israel, Garuda Hentikan Sementara Penerbangan ke Doha Qatar",0
"Luncurkan ""Blended Finance"", DBS Indonesia Siapkan Dana Rp 24 Miliar Untuk UKM",0
"Menteri UMKM Evaluasi Belanja Produk Lokal Pemerintah, Ini Sebabnya",1
"Garuda Dapat Suntikan Modal Rp 6,6 Triliun dari Danantara, Buat Apa?",1
"BSU Sudah Cair Tahap 1, Tahap 2 Kapan?",1
"Harga Minyak Bergejolak karena Konflik Iran-Israel, Bahlil: Doakan Perang Selesai...",1
"BSU Sudah Cair Tahap Pertama, Segera Cek Rekening",1
"Gelar RUPS, MSIG Life Insurance (LIFE) Tebar Dividen Rp 336 Miliar",0
Kapan Stasiun Karet Ditutup Permanen? Ini Progres Terbaru Rencana KCI,1
"Kejar Target Pendapatan Rp 74,3 Miliar, Ini Strategi Jantra Grupo (KAQI)",1
"Tak Cuma Modal Viral, Pasangan Ini Sukses Bangun Brand Skincare Anak Berkualitas lewat Kanal LazMall di Lazada",1
"IHSG Melonjak 1,21 Persen Ditopang Saham Perbankan, Rupiah Perkasa",0
"Jangan Asal Pakai Dompet Digital, Terapkan 5 Kebiasaan Ini agar Saldo Tetap Aman",1
"Konflik Iran-Israel, Rosan: Investasi ke RI Tidak Terpengaruh",0
"Danantara Beri Pinjaman Rp 6,6 Triliun untuk Garuda Indonesia, Buat Jaga Keberlangsungan Operasional",0
"Skema Kerja ASN Masa Depan: Hybrid, Fleksibel, atau Kembali ke Kantor?",1
Bahlil Buka Peluang Impor Minyak dan Gas dari Rusia,0
"Israel Setuju Gencatan Senjata dengan Iran,  Harga Emas Anjlok ke Level Terendah 2 Pekan",0
Kemenkeu Pastikan APBN Masih Kuat Meredam Dampak Lonjakan Harga Minyak Dunia,0
"Dorong Kesadaran Lingkungan Jamaah Haji, BPKH Perkenalkan Panduan ""Green Hajj""",0
KCIC: Layangan Nyangkut di Jaringan Listrik Jalur Whoosh Meningkat saat Liburan Sekolah,0
"Rasio Utang Mengancam 40 Persen PDB, Pemerintah Diminta Waspada",0
Harga Minyak Turun ke Level Terendah Dua Pekan Setelah Israel Setuju Gencatan Senjata dengan Iran,0
"Bantah Pulau di Anambas Dijual, KKP: Sepertinya untuk Kerja Sama Investasi",0
Ribuan Cabang Tutup: Menuju Bank Tanpa Kantor,1
"Manfaatkan Momentum PRJ 2025, Kimia Farma Genjot Layanan Kesehatan Digital",0
Kapan KRL Buatan INKA Dioperasikan?,1
Kapan BSU Rp 600.000 Tahap 2 Cair? Ini Penjelasan Menaker Yassierli,1
"Dorong Kesejahteraan Masyarakat, Mandiri Sahabat Desa Bantu 200 Keluarga Risiko Stunting di NTT",0
"Penumpang KRL Keluhkan Eskalator Pintu Utara Stasiun Manggarai Rusak, KCI Buka Suara",0
Saham Apa yang Bagus untuk Pemula,1
"Bakal IPO, Emiten Djoko Susanto Trimitra Trans Persada (BLOG) Incar Rp 152 Miliar",0
Menaker Tegaskan Penyaluran BSU Rp 600.000 Tak Ada Potongan,0
Komut Akseleran: Memang Sedang Ada Permasalahan Pinjaman Gagal Bayar...,1
Badan Karantina Tahan Sayuran Asin Asal China,0
"Kini Bayar Tiket Kereta Bandara Bisa Pakai Visa Nirsentuh, Simak Caranya",1
"80.133 Koperasi Desa/Kelurahan Telah Terbentuk, Pemerintah Genjot Penguatan Lembaga",0
"Dugaan Gagal Bayar Fintech Lending Akseleran, Korban 19 Lender dengan Total Kerugian Rp 5,99 Miliar",0
"Tersandung Gagal Bayar, Akseleran Hentikan Penyaluran Pendanaan",0
"1,24 Juta Pekerja Belum Terima BSU 2025, Menaker: Dalam Proses",0
"Gandeng UMKM, Makan Bahagia Gratis Dukung Program Unggulan Pemerintah",0
"Schneider Electric Perluas Pabrik di Cikarang, Target Produksi Ditambah",0
"Soal Dampak Konflik Timur Tengah, Pemerintah: Kami Monitor dengan Ketat",0
"Proyek Panel Surya 1,4 GW Dimulai, Target Naikkan Produksi Nasional",0
"Pantau Perang Iran-Israel, Kemenkeu Pastikan Kondisi Ekonomi hingga Pasar Keuangan Indonesia Masih Aman",0
"5 Saham Bagikan Dividen Hari Ini, PBSA Paling Tinggi",1
Teknologi Stem Cell Jadi Ladang Baru Bisnis Kesehatan Kimia Farma,0
Cara Cek Penerima BSU 2025 di JMO Online,1
"Harga Tiket PRJ 2025 dan Cara Beli Online, Cek Jadwal Bukanya",1
"BSU Rp 600.000 Disalurkan Lewat Bank Himbara, BSI, dan Pos Indonesia",0
Bersahabat dengan Ekonomi Serabutan (Bagian II),1
"BSU Rp 600.000 Tahap 1 Sudah Ditransfer ke 2,45 Juta Penerima",0
Menakar Untung Rugi Konflik Israel-Iran Bagi Indonesia,1
Lolos Verifikasi Penerima BSU tapi Belum Cair? Ini Penyebabnya,1
Dampak Eskalasi Perang di Timur Tengah terhadap Ekonomi Indonesia,0
"Usai Trump Umumkan Gencatan Senjata Iran-Israel, Harga Minyak Turun Drastis",0
"Tak Disangka, 3 Perilaku Ini Diam-diam Bikin Investor Gagal Cuan",1
"Harga Emas di Pegadaian 24 Juni 2025: UBS Turun, Antam dan Galeri24 Stabil",0
"BSU Belum Semuanya Cair, Calon Penerima Keluhkan Status ""Verifikasi""",0
Bersahabat dengan Ekonomi Serabutan (Bagian I),1
"Kurs Masih Melemah, Simak Daftar Kurs Rupiah 5 Bank Besar di Indonesia",1
Harga Emas Antam Hari Ini 24 Juni 2025 Merosot Rp 10.000 Per Gram,0
"IHSG Naik 1,7 Persen di Pembukaan, Tekanan Masih Bayangi Rupiah",0
Lolos Verifikasi BSU tapi Belum Cair? Ini Kata BPJS Ketenagakerjaan,1
"Pabrik Perdana PepsiCo Hadir di Cikarang, Investasi Capai Rp 3,3 Triliun",0
"Setengah Penduduk Desa Bisa Jadi Anggota Kopdes Merah Putih, Apa Manfaatnya?",1
"Cek BSU 2025 Online di HP dengan NIK, Mudah dan Praktis",1
"Vietnam dan Singapura Saling Tukar Tenaga Kerja Terampil, Dapat Gaji Puluhan Juta Sebulan",1
"Selat Hormuz Ditutup, Pertamina Awasi Ketat Keamanan Kapal Tanker di Laut Internasional",0
Harga Minyak Mentah Turun 7 Persen Usai Serangan Balasan Iran ke AS,0
"Ini Tahapan Pencairan BSU 2025, Apakah Kamu Lolos?",1
